Feature,Importance
Borrowings,0.2704325436134583
Deposits,0.20236648458105608
Investment,0.1529212624390492
Equity,0.08339197226764952
Net Income,0.08262304906361437
Lagged NPAs,0.0482213377696623
Net-interest Income,0.0466044189122806
NPAs,0.038459602226837475
Employee Expense,0.03027861937499853
Non-interest Income,0.019534554240170848
Performing Loans,0.01722559019936375
Assets,0.007940565311859474
