iter	MultiClass
392	0.1850340817
393	0.1844089494
394	0.1838573384
395	0.1829408187
396	0.1822916909
397	0.1815197768
398	0.180723987
399	0.1799139009
400	0.1792432067
401	0.1785890195
402	0.1777855401
403	0.1771181163
404	0.1764824604
405	0.1757212764
406	0.1747108397
407	0.1744125333
408	0.1739274393
409	0.1733193701
410	0.1725142718
411	0.1717497476
412	0.1713810428
413	0.1709871033
414	0.1704815017
415	0.1700381106
416	0.1694239009
417	0.1684415307
418	0.1678748077
419	0.1673699069
420	0.1670771591
421	0.1666176966
422	0.1661434465
423	0.1655986373
424	0.1649566587
425	0.1641565662
426	0.1637249064
427	0.1633559996
428	0.163003777
429	0.1623646644
430	0.1617513917
431	0.1609929436
432	0.1604043813
433	0.1599008918
434	0.1594541682
435	0.1587492612
436	0.1581533278
437	0.1579064171
438	0.1573062608
439	0.1567190679
440	0.1562294472
441	0.155570837
442	0.155262431
443	0.1546659518
444	0.1538776235
445	0.1529453875
446	0.1524187173
447	0.152043858
448	0.1516356864
449	0.1507815205
450	0.1504379953
451	0.1500380392
452	0.1493845326
453	0.1485832534
454	0.1478718073
455	0.1475051726
456	0.1469434572
457	0.1465487177
458	0.14612201
459	0.1458932182
460	0.1453268043
461	0.1449126817
462	0.144250332
463	0.1437901484
464	0.1433913334
465	0.1430931587
466	0.1425184001
467	0.1418567004
468	0.141463843
469	0.1408198372
470	0.1405136386
471	0.1402066402
472	0.1398925726
473	0.1394604805
474	0.1391305893
475	0.138635186
476	0.1380448708
477	0.1376956399
478	0.1375079695
479	0.1367986024
480	0.1365164956
481	0.1361078932
482	0.1358147198
483	0.135159948
484	0.1349997977
485	0.1345465355
486	0.1343813544
487	0.1342283604
488	0.1337531151
489	0.1332473003
490	0.1330464654
491	0.1324567158
492	0.1318115519
493	0.1313771609
494	0.1308514997
495	0.1303518393
496	0.1298379933
497	0.1293592083
498	0.1287684999
499	0.1282879604
500	0.1277449332
501	0.1272160196
502	0.1268482871
503	0.1264614685
504	0.1260139169
505	0.1257444814
506	0.1254263023
507	0.1250327044
508	0.1244773621
509	0.1240309794
510	0.1235232769
511	0.1232566153
512	0.1228138483
513	0.1223332889
514	0.1219328251
515	0.1214599336
516	0.1207836326
517	0.1202347635
518	0.1199143182
519	0.1197453212
520	0.1191775249
521	0.1187013694
522	0.1180610964
523	0.1177923773
524	0.1170207125
525	0.1165503724
526	0.116130607
527	0.1157072718
528	0.1154539852
529	0.1152366533
530	0.1149105787
531	0.1145891541
532	0.1143578836
533	0.1141823861
534	0.1137697982
535	0.1136551761
536	0.1133166193
537	0.1130162883
538	0.1128065842
539	0.1124863829
540	0.1122571659
541	0.1119447762
542	0.1117637199
543	0.1115870098
544	0.1113758665
545	0.1109615997
546	0.1107230168
547	0.1103926516
548	0.1099281047
549	0.1096576339
550	0.1093701928
551	0.1091861353
552	0.1088786063
553	0.1085159533
554	0.1083140525
555	0.1078620265
556	0.1076324705
557	0.1074735097
558	0.1072741089
559	0.1070931391
560	0.1066147618
561	0.1063750218
562	0.1062129655
563	0.1060378969
564	0.1056018645
565	0.1053318348
566	0.1051330427
567	0.1047692313
568	0.1042506319
569	0.1040387764
570	0.103636554
571	0.1032200007
572	0.1026981243
573	0.1024512769
574	0.1023098324
575	0.1019672334
576	0.1017302725
577	0.1011803868
578	0.1009534789
579	0.1005724883
580	0.1002438834
581	0.09986981368
582	0.09947102623
583	0.09931109611
584	0.09900878274
585	0.0988088866
586	0.09857376294
587	0.09813309989
588	0.09795873238
589	0.09773616242
590	0.09742969033
591	0.09732630332
592	0.09707975078
593	0.09679206157
594	0.09653772855
595	0.09639259787
596	0.09600520834
597	0.09576073275
598	0.09549464876
599	0.09519730435
600	0.09476651769
601	0.09442004428
602	0.09431695648
603	0.09393402364
604	0.09370142166
605	0.09338825959
606	0.09309741996
607	0.09273864448
608	0.0925313633
609	0.09221722717
610	0.09187411033
611	0.09161515808
612	0.09137349949
613	0.09110152473
614	0.0906779178
615	0.09054025669
616	0.09022879368
617	0.08996316329
618	0.08970296031
619	0.08953541987
620	0.08914631624
621	0.08882094302
622	0.08856089079
623	0.08844161588
624	0.08823887304
625	0.08798040689
626	0.0876903212
627	0.08733929646
628	0.08707808794
629	0.0867450144
630	0.08648621176
631	0.08604015679
632	0.0856282321
633	0.08548347763
634	0.08534478158
635	0.08520279083
636	0.08506402624
637	0.08488782703
638	0.08467004315
639	0.08450396185
640	0.08422208396
641	0.083943232
642	0.08357861724
643	0.08338091587
644	0.08325341743
645	0.08298109633
646	0.08289140237
647	0.08263758034
648	0.0822462324
649	0.08206753299
650	0.08182074519
651	0.08155298894
652	0.08129334183
653	0.08112357256
654	0.08093542725
655	0.08071537112
656	0.08051854524
657	0.08029160477
658	0.08015168016
659	0.07979320999
660	0.07956148692
661	0.07922032904
662	0.07879399277
663	0.07850298571
664	0.07826032176
665	0.07804484425
666	0.07781605943
667	0.0775983378
668	0.07743491057
669	0.07707729847
670	0.07691398388
671	0.07679283502
672	0.07656367163
673	0.07639129534
674	0.07609691103
675	0.07590861705
676	0.07565224879
677	0.07547890591
678	0.07518815434
679	0.07497919154
680	0.07470533812
681	0.07446705233
682	0.07421104995
683	0.07392566524
684	0.07383054039
685	0.07354604177
686	0.07320088419
687	0.0730655959
688	0.07297728298
689	0.07272882222
690	0.07252226197
691	0.07234180679
692	0.07219615858
693	0.07193660708
694	0.07174492156
695	0.0715703374
696	0.07143627198
697	0.07121722898
698	0.07106282584
699	0.07089719927
700	0.07069735156
701	0.07054502654
702	0.07033792192
703	0.07018936756
704	0.06990946144
705	0.06977199717
706	0.06966350644
707	0.06944993587
708	0.06925802671
709	0.06900630236
710	0.06887037292
711	0.06879283767
712	0.06864196868
713	0.06831540624
714	0.06810306894
715	0.06784733392
716	0.06762683389
717	0.06748392151
718	0.06734438766
719	0.06715166955
720	0.06706097493
721	0.06693967996
722	0.06674083014
723	0.06662965831
724	0.06655188795
725	0.06647647979
726	0.06624083068
727	0.06592182051
728	0.0657570469
729	0.06557214698
730	0.06540953157
731	0.06521947542
732	0.06497981645
733	0.06487864196
734	0.06475412
735	0.06459556249
736	0.0643563141
737	0.06424000045
738	0.06407054316
739	0.06382443665
740	0.06369643373
741	0.06359436689
742	0.06345677626
743	0.06321291324
744	0.06313325092
745	0.06295755782
746	0.06287607996
747	0.06278724097
748	0.06263326253
749	0.06244839632
750	0.06222142208
751	0.06203194841
752	0.06193123662
753	0.06172551599
754	0.06163727826
755	0.06145620583
756	0.06126153261
757	0.06108735083
758	0.06098335761
759	0.06083223873
760	0.06063815329
761	0.06044047623
762	0.06031830323
763	0.06011594929
764	0.06002705165
765	0.05987215563
766	0.05973839435
767	0.05953376538
768	0.0594026493
769	0.05927292273
770	0.05919850832
771	0.05893533246
772	0.05869025465
773	0.05854715735
774	0.05832371517
775	0.05815549309
776	0.05801754784
777	0.05786752108
778	0.05772171745
779	0.0575745701
780	0.05743085387
781	0.05731563423
782	0.05726148318
783	0.05715127066
784	0.05699072783
785	0.05688722615
786	0.05677215692
787	0.05658867384
788	0.05649844109
789	0.05642643839
790	0.0562263238
791	0.05605559659
792	0.05594926962
793	0.05589377462
794	0.05572678413
795	0.05553002776
796	0.05544337156
797	0.05539485716
798	0.05532546393
799	0.05521731464
800	0.05506683634
801	0.05493210084
802	0.05485074476
803	0.05474490298
804	0.05465583302
805	0.054454927
806	0.05437208434
807	0.05419696887
808	0.05411363969
809	0.05399739253
810	0.05385233131
811	0.05372768657
812	0.05358686787
813	0.05345921175
814	0.05336507781
815	0.05329621162
816	0.05322365391
817	0.05308910183
818	0.05292048039
819	0.0528571239
820	0.0528084327
821	0.05272760573
822	0.05257730426
823	0.05251802954
824	0.0523765509
825	0.05225786061
826	0.05215180428
827	0.05204647829
828	0.05194093173
829	0.05184856215
830	0.05169091395
831	0.05146841025
832	0.05127465972
833	0.05120361856
834	0.05107299937
835	0.05097453765
836	0.0509170573
837	0.05076916694
838	0.05066772077
839	0.05051639662
840	0.05040172087
841	0.05035275245
842	0.05022227197
843	0.05010244745
844	0.0499347873
845	0.04974821888
846	0.0495558
847	0.049442543
848	0.04936570183
849	0.04922541285
850	0.04910583548
851	0.04899489316
852	0.04885717382
853	0.04865595303
854	0.04856272492
855	0.04843882721
856	0.04830635923
857	0.04816963915
858	0.04800250851
859	0.04784428348
860	0.04780353547
861	0.04776893219
862	0.0476510216
863	0.04748267421
864	0.04736535865
865	0.04724415772
866	0.04705028861
867	0.04695438145
868	0.04683780812
869	0.04678466481
870	0.04666355182
871	0.04647272501
872	0.04640765473
873	0.04630675701
874	0.04616014587
875	0.0460527321
876	0.04598288494
877	0.04593545358
878	0.04588333381
879	0.04578065011
880	0.04569397145
881	0.04555967866
882	0.04542417224
883	0.04536410499
884	0.04527548915
885	0.0451232072
886	0.0449442724
887	0.04486831548
888	0.04475719859
889	0.04465039293
890	0.04455476891
891	0.04443264305
892	0.04429450662
893	0.04423578744
894	0.0440978542
895	0.04403561103
896	0.04388952855
897	0.04377287224
898	0.04365252558
899	0.04358921413
900	0.04353757955
901	0.0434289401
902	0.04327515345
903	0.0431892947
904	0.0431049352
905	0.0429765354
906	0.04292170407
907	0.0428342844
908	0.04269817192
909	0.04260067846
910	0.04254912052
911	0.04251131548
912	0.04245938479
913	0.04235604309
914	0.04226128134
915	0.0421616206
916	0.04211487388
917	0.04205269198
918	0.04192324508
919	0.0418271215
920	0.04176415885
921	0.04172179504
922	0.04165673883
923	0.0415000985
924	0.04145467904
925	0.04139726537
926	0.04128553137
927	0.04123336769
928	0.04112226725
929	0.04100671406
930	0.04085890576
931	0.04077670099
932	0.04065157611
933	0.04049912382
934	0.04039670046
935	0.04029488462
936	0.04021527439
937	0.0401864395
938	0.0400485077
939	0.03990319964
940	0.03978075054
941	0.03969590674
942	0.03961580008
943	0.03946475379
944	0.03936971002
945	0.03931751623
946	0.03920698818
947	0.03909338427
948	0.03904816861
949	0.03896035366
950	0.03883506743
951	0.03874637938
952	0.03860022985
953	0.03849257325
954	0.038417527
955	0.03832433343
956	0.0382541507
957	0.03817404054
958	0.03810180048
959	0.03804451137
960	0.03795670528
961	0.03786030274
962	0.03776223314
963	0.03771676435
964	0.03765823835
965	0.03756496472
966	0.03747644004
967	0.03740941324
968	0.03733445352
969	0.03725220539
970	0.03718542638
971	0.03715202916
972	0.03699363046
973	0.0369331473
974	0.03683482397
975	0.03675356748
976	0.03668027449
977	0.03663291263
978	0.03649957146
979	0.03646335892
980	0.03639287132
981	0.03632339036
982	0.03622730042
983	0.03616131026
984	0.03612795249
985	0.0360928746
986	0.03604785461
987	0.03598032959
988	0.03589455422
989	0.03582325594
990	0.03572526393
991	0.03564964987
992	0.03557192089
993	0.0355218266
994	0.03548308837
995	0.03538919167
996	0.03530887945
997	0.0352114191
998	0.03512550466
999	0.03505414126
1000	0.03494957214
1001	0.03487115321
1002	0.03476630299
1003	0.0346676556
1004	0.03456426231
1005	0.03451296235
1006	0.03444773019
1007	0.03438998368
1008	0.03435851971
1009	0.03430356416
1010	0.03427074219
1011	0.0342424035
1012	0.03414627523
1013	0.03407581164
1014	0.03396849781
1015	0.03390052005
1016	0.03381705689
1017	0.03375995967
1018	0.03363198175
1019	0.03355218007
1020	0.03348665744
1021	0.03343537965
1022	0.03338675149
1023	0.03331470676
1024	0.03325052628
1025	0.03322395448
1026	0.03311909679
1027	0.03303401554
1028	0.03300126626
1029	0.03292217864
1030	0.03285040088
1031	0.03280504802
1032	0.03270192811
1033	0.03262720825
1034	0.03256132631
1035	0.03248001059
1036	0.03239288951
1037	0.03233684752
1038	0.03225305979
1039	0.03213454627
1040	0.03206072206
1041	0.03202623085
1042	0.03199241508
1043	0.03193955378
1044	0.03186644896
1045	0.03179386211
1046	0.03171840241
1047	0.03166298037
1048	0.03159683491
1049	0.03155268719
1050	0.03149689098
1051	0.0314362926
1052	0.03135471421
1053	0.03130339315
1054	0.03126966757
1055	0.03117901307
1056	0.0311363394
1057	0.03109091063
1058	0.03105013564
1059	0.03096436225
1060	0.03092733044
1061	0.03088092806
1062	0.03080820263
1063	0.03074093663
1064	0.03070923692
1065	0.03063341384
1066	0.03057073718
1067	0.03053873433
1068	0.0304723005
1069	0.03039498767
1070	0.03032193209
1071	0.03025070361
1072	0.03015669259
1073	0.03011181475
1074	0.030062578
1075	0.0300113275
