Metric,Value
Accuracy,0.5895765472312704
Macro Precision,0.596685297930754
Macro Recall,0.5742063272677492
Macro F1,0.580010077822322
Weighted Precision,0.5933932975102771
Weighted Recall,0.5895765472312704
Weighted F1,0.587671499842876
Avg AUC,0.8374181915108675
