DMU,Year,Ticker,Bank Name,Assets,Employee Expense,Equity,Deposits,Borrowings,Lagged NPAs,Performing Loans,Investment,Net Income,Net-interest Income,Non-interest Income,NPAs,LP_Group,LP_Status,beta1,beta2,overall_beta,Stage1_Efficiency,Stage2_Efficiency,Overall_Efficiency,Stage1_Mean,Stage2_Mean,Class,Class_Name,Quadrant_Name
93,2021,CSBB,CSB Bancorp Inc/OH,1144.239,12.599,97.315,1002.747,39.937,4.497,549.154,311.245,10.837,27.517,7.325,1.088,2021,Optimal,0.041711919,0.26262147,0.1521666945,0.958288081,0.584006012506662,0.8478333055,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
98,2021,CYFL,Century Financial Corp,452.215,6.255,47.585,396.44,5.5,1.589,204.244,64.392,5.339,10.848,6.802,1.204,2021,Optimal,0.032110362,0.43841881,0.235264586,0.967889638,0.3904156328433998,0.764735414,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
99,2021,CZBC,Citizens Bancorp/OR,1067.265,14.151,95.522,916.445,44.526,4.713,361.166,553.231,10.315,26.807,3.097,2.226,2021,Optimal,0.066478633,0.068075899,0.067277266,0.933521367,0.8725261021922937,0.932722734,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
100,2021,CZBS,Citizens Bancshares Corp,668.919,7.963,75.436,581.421,2.194,4.278,284.761,95.975,4.061,16.007,4.641,1.904,2021,Optimal,0.044114337,0.41236819,0.2282412635,0.955885663,0.416061345873274,0.7717587365,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
101,2021,CZFS,Citizens Financial Services Inc,2143.863,25.902,212.492,1836.151,77.243,13.093,1441.533,414.672,29.118,66.112,12.305,8.842,2021,Optimal,0.064898358,0.10331645,0.084107404,0.935101642,0.8127165601491758,0.915892596,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
109,2021,EFSC,Enterprise Financial Services Corp,13537.358,124.904,1529.116,11343.799,573.627,43.837,9017.642,1855.583,133.055,360.194,67.743,31.517,2021,Optimal,0.067379651,0.12972043,0.0985500404999999,0.932620349,0.7703495014248791,0.9014499595,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
111,2021,EGBN,Eagle Bancorp Inc,11847.31,88.398,1350.775,9981.54,429.089,65.93,7065.598,2657.561,176.691,324.514,40.385,30.843,2021,Optimal,0.063394652,0.095078289,0.0792364704999999,0.936605348,0.8263534398315516,0.9207635295,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
112,2021,EMYB,Embassy Bancorp Inc,1633.194,12.149,122.515,1467.025,34.838,2.833,1108.039,311.688,16.786,43.494,2.4,2.579,2021,Optimal,0.0011788398,0.11153067,0.0563547549,0.9988211602,0.7993205711543703,0.9436452451,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
113,2021,ENBP,ENB Financial Corp,1717.23,24.465,137.288,1512.213,63.886,2.098,920.904,572.455,14.916,40.571,17.881,2.881,2021,Optimal,0.040298165,0.11230749,0.0763028275,0.959701835,0.7980639508235263,0.9236971725,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
130,2021,FCNCA,First Citizens BancShares Inc,58308.14,758.853,4737.241,51406.094,1847.91,242.373,32371.522,13150.858,547.459,1390.334,508.002,159.634,2021,Optimal,0.012315917,0.12077914,0.0665475285,0.987684083,0.7844728980234232,0.9334524715,0.9277338271067884,0.8996884017114126,4,Funding-Rich Underperformers,Funding-Rich Underperformers
