DMU,Year,Ticker,Bank Name,Assets,Employee Expense,Equity,Deposits,Borrowings,Lagged NPAs,Performing Loans,Investment,Net Income,Net-interest Income,Non-interest Income,NPAs,LP_Group,LP_Status,beta1,beta2,overall_beta,Stage1_Efficiency,Stage2_Efficiency,Overall_Efficiency,Stage1_Mean,Stage2_Mean,Class,Class_Name,Quadrant_Name
42,2021,BOH,Bank of Hawaii Corp,22784.941,228.293,1611.611,20360.108,564.091,18.481,12153.968,9007.46,253.372,497.29,171.353,18.966,2021,Optimal,0.0,0.0,0.0,1.0,1.0,1.0,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
45,2021,BPOP,Popular Inc,75097.899,631.802,5969.397,67005.088,1328.999,823.658,27859.238,25229.611,934.889,1957.59,642.128,632.954,2021,Optimal,0.0,0.0,0.0,1.0,1.0,1.0,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
46,2021,BPRN,Princeton Bancorp Inc,1687.682,17.483,216.578,1446.143,18.561,1.676,1335.163,102.711,22.486,62.601,4.666,1.414,2021,Optimal,0.064167732,0.0,0.032083866,0.935832268,1.0,0.967916134,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
47,2021,BRBS,Blue Ridge Bankshares Inc,2665.139,61.891,277.139,2297.771,75.649,6.629,1807.578,409.693,52.477,92.481,87.955,16.251,2021,Optimal,0.055810071,0.0,0.0279050355,0.944189929,1.0,0.9720949645,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
52,2021,BWB,Bridgewater Bancshares Inc,3477.659,30.889,379.272,2946.237,134.739,0.775,2809.937,444.604,45.687,109.509,5.309,0.722,2021,Optimal,0.068712234,0.0,0.034356117,0.931287766,1.0,0.965643883,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
56,2021,CADE,Cadence Bank,47669.751,471.815,5247.987,39817.673,1764.599,132.568,26882.988,15614.77,195.162,805.727,378.153,186.812,2021,Optimal,0.064742331,0.0,0.0323711655,0.935257669,1.0,0.9676288345,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
57,2021,CARE,Carter Bankshares Inc,4133.746,54.157,407.596,3698.476,10.4,47.726,2812.129,924.752,31.59,111.183,28.65,18.313,2021,Optimal,0.014562081,0.0,0.0072810405,0.985437919,1.0,0.9927189595,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
58,2021,CARV,Carver Bancorp Inc,735.314,11.516,55.087,628.117,30.342,7.251,579.504,73.434,-0.847,20.466,7.354,11.541,2021,Optimal,0.069614368,0.0,0.034807184,0.930385632,1.0,0.965192816,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
60,2021,CATY,Cathay General Bancorp,20886.723,132.795,2446.251,18058.842,192.975,77.584,16342.479,1166.878,298.304,597.755,54.603,71.653,2021,Optimal,0.0086744137,0.0,0.00433720685,0.9913255863,1.0,0.99566279315,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
64,2021,CBKM,Consumers Bancorp Inc,833.804,10.852,69.9,726.849,31.43,1.233,566.427,218.652,8.988,26.583,4.466,1.771,2021,Optimal,0.048405453,0.04172018,0.0450628165,0.951594547,0.9199013692909356,0.9549371835,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
65,2021,CBNK,Capital Bancorp Inc,2055.3,37.843,197.903,1797.137,36.797,12.563,1632.267,188.198,39.978,116.693,50.636,11.512,2021,Optimal,0.045506767,0.0,0.0227533835,0.954493233,1.0,0.9772466165,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
68,2021,CCB,Coastal Financial Corp,2635.517,37.101,201.222,2363.787,59.193,0.712,1742.735,45.101,27.005,79.437,28.118,1.727,2021,Optimal,0.017351485,0.031376303,0.024363894,0.982648515,0.9391564399749448,0.975636106,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
76,2021,CFG,Citizens Financial Group Inc,188409.0,2140.0,23420.0,154361.0,7806.0,1038.0,128163.0,29042.0,2319.0,4512.0,2135.0,724.0,2021,Optimal,0.035738415,0.0,0.0178692075,0.964261585,1.0,0.9821307925,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
80,2021,CHMG,Chemung Financial Corp,2418.475,30.499,211.455,2155.433,25.542,10.189,1518.249,802.998,26.425,65.589,23.87,8.227,2021,Optimal,0.024938701,0.0,0.0124693505,0.975061299,1.0,0.9875306495,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
87,2021,CNND,Canandaigua National Corp,4160.371,69.945,318.713,3515.99,279.541,26.811,3186.713,836.17,44.744,127.396,56.346,23.019,2021,Optimal,0.069630613,0.015071886,0.0423512494999999,0.930369387,0.9703038056557896,0.9576487505,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
89,2021,COFS,ChoiceOne Financial Services Inc,2366.682,29.3,221.669,2052.294,85.017,8.51,1059.48,1116.265,22.042,60.641,19.194,5.737,2021,Optimal,0.052047311,0.0389059,0.0454766055,0.947952689,0.925102167578411,0.9545233945,0.9277338271067884,0.8996884017114126,1,Network Leaders,Network Leaders
