DMU,Year,Ticker,Bank Name,Assets,Employee Expense,Equity,Deposits,Borrowings,Lagged NPAs,Performing Loans,Investment,Net Income,Net-interest Income,Non-interest Income,NPAs,LP_Group,LP_Status,beta1,beta2,overall_beta,Stage1_Efficiency,Stage2_Efficiency,Overall_Efficiency,Stage1_Mean,Stage2_Mean,Class,Class_Name,Quadrant_Name
237,2021,MGYR,Magyar Bancorp Inc,773.99,10.619,97.641,639.814,27.61,12.326,593.376,72.325,6.12,25.587,3.409,8.796,2021,Optimal,0.097405617,0.0,0.0487028085,0.902594383,1.0,0.9512971915,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
241,2021,MRBK,Meridian Corp,1713.443,78.866,165.36,1446.413,81.852,7.93,1386.457,173.145,35.585,63.111,87.988,22.988,2021,Optimal,0.080463264,0.0,0.040231632,0.919536736,1.0,0.959768368,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
247,2021,NASB,NASB Financial Inc,2359.371,56.772,393.346,1351.337,575.793,32.037,1416.397,167.097,73.706,97.849,146.181,30.348,2021,Optimal,0.37657884,0.0,0.18828942,0.6234211599999999,1.0,0.81171058,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
251,2021,NECB,Northeast Community Bancorp Inc,1225.07,14.996,251.382,927.164,31.1,5.568,973.335,39.393,11.905,43.303,2.354,1.996,2021,Optimal,0.17494844,0.0,0.08747422,0.82505156,1.0,0.91252578,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
253,2021,NFBK,Northfield Bancorp Inc,5430.542,43.677,739.883,4169.334,461.606,29.524,3806.617,1241.198,70.654,155.649,14.453,8.106,2021,Optimal,0.15349165,0.0,0.076745825,0.84650835,1.0,0.923254175,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
264,2021,OCFC,OceanFirst Financial Corp.,11739.616,120.014,1516.553,9732.816,365.352,36.516,8632.202,1861.798,110.076,305.338,51.931,19.054,2021,Optimal,0.078582042,0.0,0.039291021,0.921417958,1.0,0.960708979,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
267,2021,ONB,Old National Bancorp,24453.564,284.098,3012.018,18569.195,2651.476,166.412,13576.746,7564.652,277.538,596.4,214.219,127.099,2021,Optimal,0.15207455,0.014747292,0.083410921,0.84792545,0.9709340599058232,0.916589079,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
269,2021,ORBN,Oregon Bancorp Inc,411.661,48.693,75.554,322.924,2.172,0.849,246.609,14.232,22.389,12.893,77.458,1.407,2021,Optimal,0.13158596,0.0,0.06579298,0.86841404,1.0,0.93420702,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
273,2021,OTTW,Ottawa Bancorp Inc,342.525,5.907,45.974,273.051,16.525,2.007,287.517,32.7,2.904,10.891,2.955,1.6,2021,Optimal,0.11213628,0.0,0.05606814,0.88786372,1.0,0.94393186,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
275,2021,OZK,Bank OZK,26530.43,214.567,4839.36,20209.134,1287.544,56.247,18307.825,3957.521,579.001,989.72,115.538,51.339,2021,Optimal,0.14907444,0.0,0.07453722,0.85092556,1.0,0.92546278,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
276,2021,PB,Prosperity Bancshares Inc,37833.97,310.556,6427.236,30771.762,497.499,59.57,18608.87,12827.802,519.297,993.308,139.966,28.088,2021,Optimal,0.089954844,0.0,0.044977422,0.910045156,1.0,0.955022578,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
277,2021,PBBK,PB Bankshares Inc,314.929,3.994,45.834,251.13,16.681,2.815,252.341,27.382,0.785,7.862,0.79,1.653,2021,Optimal,0.10103128,0.0,0.05051564,0.89896872,1.0,0.94948436,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
279,2021,PBHC,Pathfinder Bancorp Inc,1285.177,14.384,110.633,1055.346,109.697,21.333,831.946,356.387,12.407,38.295,6.231,8.292,2021,Optimal,0.10311925,0.0,0.051559625,0.89688075,1.0,0.948440375,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
281,2021,PDLB,Ponce Financial Group Inc,1653.51,23.262,189.256,1204.716,121.345,11.683,1321.43,120.281,25.415,58.846,34.637,11.443,2021,Optimal,0.2080897,0.0,0.10404485,0.7919103000000001,1.0,0.89595515,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
283,2021,PEBO,Peoples Bancorp Inc,7063.521,94.612,845.025,5862.552,274.631,28.679,4481.6,1683.609,47.555,172.553,68.885,47.984,2021,Optimal,0.082704475,0.042506564,0.0626055195,0.917295525,0.9184531484638212,0.9373944805,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
287,2021,PFS,Provident Financial Services Inc,13781.202,143.366,1697.096,11268.452,687.293,91.565,9581.624,2529.616,167.921,366.023,86.809,56.758,2021,Optimal,0.090017825,0.038662417,0.064340121,0.909982175,0.925553449576678,0.935659879,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
291,2021,PNBK,Patriot National Bancorp Inc,948.481,11.089,67.344,748.562,123.586,21.297,739.488,105.818,5.094,25.261,4.423,23.097,2021,Optimal,0.13541875,0.0,0.067709375,0.86458125,1.0,0.932290625,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
293,2021,PNFP,Pinnacle Financial Partners Inc,38469.399,436.006,5310.607,31304.533,1565.076,86.196,23414.262,6070.152,527.323,932.401,395.734,40.106,2021,Optimal,0.089442793,0.0,0.0447213965,0.910557207,1.0,0.9552786035,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
295,2021,PRK,Park National Corp,9560.254,166.438,1110.759,7904.528,441.335,144.209,6871.122,1815.408,153.945,329.893,129.944,106.177,2021,Optimal,0.083175679,0.0,0.0415878395,0.916824321,1.0,0.9584121605,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
296,2021,PROV,Provident Financial Holdings Inc,1183.596,15.157,127.28,937.973,103.175,4.9,858.547,235.048,7.561,30.639,4.573,8.646,2021,Optimal,0.1376027,0.035804129,0.0867034144999999,0.8623973,0.9308669892355682,0.9132965855,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
297,2021,PSBQ,PSB Holdings Inc/WI,1298.711,16.143,111.262,1105.24,69.021,1.619,888.559,313.091,12.817,38.601,9.418,13.741,2021,Optimal,0.074686263,0.0,0.0373431315,0.925313737,1.0,0.9626568685,0.9277338271067884,0.8996884017114126,2,Transformation Specialists,Transformation Specialists
