Feature,Importance
Borrowings,0.18835495628509516
Investment,0.10669323687650742
Deposits,0.09657978802111242
Equity,0.08511653375652783
Net Income,0.08175329744185256
Lagged NPAs,0.0802851596067548
NPAs,0.07554488562509
Net-interest Income,0.0683426524884661
Non-interest Income,0.06483087579208786
Performing Loans,0.055092973188764216
Employee Expense,0.05246345600367823
Assets,0.044942184914063446
