Metric,Value
Accuracy,0.6449511400651465
Macro Precision,0.6440756663086133
Macro Recall,0.634656033466018
Macro F1,0.6386286538841841
Weighted Precision,0.6448624898481905
Weighted Recall,0.6449511400651465
Weighted F1,0.6443831013769172
Avg AUC,0.8527650610993052
