Feature,Importance
Borrowings,0.20713503236150363
Investment,0.09699041202876117
Deposits,0.08642552703606514
Equity,0.08280009178965347
Net-interest Income,0.0750104319751179
Net Income,0.07406892910554129
NPAs,0.07210923547644653
Assets,0.0661148455747262
NPAs (Previous Period),0.06565600561639498
Performing Loans,0.06280076788749901
Employee Expense,0.057380413319693
Non-interest Income,0.05350830782859764
